主订单编号,支付单号,标题,购买数量,商品属性,订单状态,买家实际支付金额,订单创建时间,订单付款时间
"=""3088460088797307250""","=""2022121222001175461439174818""",【双12价】SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,1,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易成功,82.25,2022-12-12 13:33:24,2022-12-12 13:33:29
"=""3088231236996265808""","=""2022121222001139091436375689""",【双12价】SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,1,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易成功,72.72,2022-12-12 12:15:43,2022-12-12 12:15:55
"=""3088231236996265808""","=""2022121222001139091436375689""",【双12价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml,1,,交易成功,158.29,2022-12-12 12:15:43,2022-12-12 12:15:55
"=""3088231236996265808""","=""2022121222001139091436375689""",【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml,2,,交易成功,0.0,2022-12-12 12:15:43,2022-12-12 12:15:55
"=""3088231236996265808""","=""2022121222001139091436375689""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易成功,0.0,2022-12-12 12:15:43,2022-12-12 12:15:55
"=""3088157796082553434""","=""2022121222001192001432683793""",【双12价】SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml,1,,交易成功,171.61,2022-12-12 11:51:27,2022-12-12 11:51:35
"=""3088157796082553434""","=""2022121222001192001432683793""",【双12价】SERUMKIND韩国补水滋润呵护干皮适用桦树茸深层营养精华液30ml,1,,交易成功,136.69,2022-12-12 11:51:27,2022-12-12 11:51:35
"=""3088157796082553434""","=""2022121222001192001432683793""",【赠品专用】SERUMKIND精华液小样1ml*3,5,,交易成功,0.0,2022-12-12 11:51:27,2022-12-12 11:51:35
"=""3088157796082553434""","=""2022121222001192001432683793""",【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml,2,,交易成功,0.0,2022-12-12 11:51:27,2022-12-12 11:51:35
"=""3088157796082553434""","=""2022121222001192001432683793""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易成功,0.0,2022-12-12 11:51:27,2022-12-12 11:51:35
"=""3088157796082553434""","=""2022121222001192001432683793""",【赠品专用】SERUMKIND瑟琳凯因德时尚生活搭配字母帆布包,1,,交易成功,0.0,2022-12-12 11:51:27,2022-12-12 11:51:35
"=""3088822429879553434""","=""2022121222001192001435336491""",【双12价】SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml,1,,交易关闭,178.57,2022-12-12 11:35:43,2022-12-12 11:35:49
"=""3088822429879553434""","=""2022121222001192001435336491""",【双12价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml,1,,交易关闭,165.76,2022-12-12 11:35:43,2022-12-12 11:35:49
"=""3088822429879553434""","=""2022121222001192001435336491""",【双12价】SERUMKIND韩国补水滋润呵护干皮适用桦树茸深层营养精华液30ml,1,,交易关闭,142.24,2022-12-12 11:35:43,2022-12-12 11:35:49
"=""3088822429879553434""","=""2022121222001192001435336491""",【赠品专用】SERUMKIND精华液小样1ml*3,5,,交易关闭,0.0,2022-12-12 11:35:43,2022-12-12 11:35:49
"=""3088822429879553434""","=""2022121222001192001435336491""",【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml,2,,交易关闭,0.0,2022-12-12 11:35:43,2022-12-12 11:35:49
"=""3088822429879553434""","=""2022121222001192001435336491""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易关闭,0.0,2022-12-12 11:35:43,2022-12-12 11:35:49
"=""3088822429879553434""","=""2022121222001192001435336491""",【赠品专用】SERUMKIND瑟琳凯因德时尚生活搭配字母帆布包,1,,交易关闭,0.0,2022-12-12 11:35:43,2022-12-12 11:35:49
"=""3088656181793141313""","=""2022121222001181901454790957""",【双12价】SERUMKIND西洋蓍草全方位弹力修护加强深层滋养身体精华乳300ml,1,,交易关闭,171.62,2022-12-12 10:53:19,2022-12-12 10:53:33
"=""3088656181793141313""","=""2022121222001181901454790957""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易关闭,0.0,2022-12-12 10:53:19,2022-12-12 10:53:33
"=""3088656181793141313""","=""2022121222001181901454790957""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml N1色号,3,,交易关闭,0.0,2022-12-12 10:53:19,2022-12-12 10:53:33
"=""3087536508201662943""","=""2022121222001163461438034681""",【双12价】SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,1,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易成功,78.1,2022-12-12 07:47:18,2022-12-12 07:47:29
"=""3087534204086683246""","=""2022121222001117861431994429""",【双12价】SERUMKIND韩国水润收缩毛孔控油金木瓜毛孔精华液30ml,1,,交易成功,163.52,2022-12-12 07:44:19,2022-12-12 07:44:50
"=""3087534204086683246""","=""2022121222001117861431994429""",【双12价】SERUMKIND韩国改善肌肤暗沉提亮肤色抗衰老青春焕彩精华液30ml,1,,交易成功,170.1,2022-12-12 07:44:19,2022-12-12 07:44:50
"=""3087534204086683246""","=""2022121222001117861431994429""",【赠品专用】SERUMKIND精华液小样1ml*3,5,,交易成功,0.0,2022-12-12 07:44:19,2022-12-12 07:44:50
"=""3087534204086683246""","=""2022121222001117861431994429""",【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml,2,,交易成功,0.0,2022-12-12 07:44:19,2022-12-12 07:44:50
"=""3087534204086683246""","=""2022121222001117861431994429""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易成功,0.0,2022-12-12 07:44:19,2022-12-12 07:44:50
"=""3087534204086683246""","=""2022121222001117861431994429""",【赠品专用】SERUMKIND瑟琳凯因德时尚生活搭配字母帆布包,1,,交易成功,0.0,2022-12-12 07:44:19,2022-12-12 07:44:50
"=""3088230193262084828""","=""2022121222001194531400405500""",【双12价】SERUMKIND韩国改善肌肤暗沉提亮肤色抗衰老青春焕彩精华液30ml,1,,交易成功,189.4,2022-12-12 07:13:12,2022-12-12 07:13:24
"=""3088230193262084828""","=""2022121222001194531400405500""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-12 07:13:12,2022-12-12 07:13:24
"=""1766646770434757575""","=""2022121222001157811441989239""",【双12价】SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装),1,颜色分类：N1 SINCERE SARA;净含量：13ml,交易成功,172.17,2022-12-12 05:58:22,2022-12-12 05:58:33
"=""1766646770434757575""","=""2022121222001157811441989239""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-12 05:58:22,2022-12-12 05:58:33
"=""1766553638722734279""","=""2022121222001147541437205629""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易关闭,119.1,2022-12-12 00:10:36,2022-12-12 00:10:43
"=""3088232354416790244""","=""2022121122001105691421888620""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易成功,119.1,2022-12-11 23:43:05,2022-12-11 23:43:16
"=""1766397758683271975""","=""2022121122001139501457951363""",【双12价】SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,3,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易关闭,224.51,2022-12-11 22:10:04,2022-12-11 22:10:13
"=""1766397758683271975""","=""2022121122001139501457951363""",【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml,2,,交易关闭,0.0,2022-12-11 22:10:04,2022-12-11 22:10:13
"=""1766397758683271975""","=""2022121122001139501457951363""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易关闭,0.0,2022-12-11 22:10:04,2022-12-11 22:10:13
"=""3087611426070569333""","=""2022121122001125321440863576""",【9.9元特价】SUREBASE烁贝哑光妆感轻透丝滑粉底液 CO/N3/N5色号,1,颜色分类：N3偏深;净含量：30ml,交易关闭,9.9,2022-12-11 20:04:01,2022-12-11 20:04:08
"=""3087750927275819524""","=""2022121122001146571425058336""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,2,净含量：50ml,交易关闭,168.36,2022-12-11 19:19:41,2022-12-11 19:19:46
"=""3087750927275819524""","=""2022121122001146571425058336""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易关闭,0.0,2022-12-11 19:19:41,2022-12-11 19:19:46
"=""3087725151722982658""","=""2022121122001146961433548796""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,2,净含量：50ml,交易成功,212.97,2022-12-11 19:10:55,2022-12-11 19:11:01
"=""3087725151722982658""","=""2022121122001146961433548796""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-11 19:10:55,2022-12-11 19:11:01
"=""3087480927607827904""","=""2022121122001132091439341547""",【双12价】SERUMKIND韩国水润收缩毛孔控油金木瓜毛孔精华液30ml,1,,交易关闭,179.35,2022-12-11 17:42:33,2022-12-11 17:42:44
"=""3087480927607827904""","=""2022121122001132091439341547""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易关闭,0.0,2022-12-11 17:42:33,2022-12-11 17:42:44
"=""3087008714502459308""","=""2022121122001176901445358232""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易关闭,119.1,2022-12-11 16:37:38,2022-12-11 16:37:43
"=""3087217803889569559""","=""2022121122001102251441147917""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易成功,101.66,2022-12-11 16:17:42,2022-12-11 16:17:47
"=""3086294510931276709""","=""2022121122001184791411322798""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,3,净含量：50ml,交易成功,274.2,2022-12-11 12:25:05,2022-12-11 12:25:24
"=""3086294510931276709""","=""2022121122001184791411322798""",【赠品专用】SERUMKIND精华液小样1ml*3,5,,交易成功,0.0,2022-12-11 12:25:05,2022-12-11 12:25:24
"=""3086294510931276709""","=""2022121122001184791411322798""",【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml,2,,交易成功,0.0,2022-12-11 12:25:05,2022-12-11 12:25:24
"=""3086294510931276709""","=""2022121122001184791411322798""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易成功,0.0,2022-12-11 12:25:05,2022-12-11 12:25:24
"=""3086294510931276709""","=""2022121122001184791411322798""",【赠品专用】SERUMKIND瑟琳凯因德时尚生活搭配字母帆布包,1,,交易成功,0.0,2022-12-11 12:25:05,2022-12-11 12:25:24
"=""3086262938353820861""","=""2022121122001135131428504204""",【双12价】SERUMKIND韩国补水滋润呵护干皮适用桦树茸深层营养精华液30ml,1,,交易成功,159.42,2022-12-11 12:14:59,2022-12-11 12:16:52
"=""3086262938353820861""","=""2022121122001135131428504204""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-11 12:14:59,2022-12-11 12:16:52
"=""3085843178024534722""","=""2022121122001174681459738510""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易关闭,101.22,2022-12-11 10:12:48,2022-12-11 10:12:53
"=""3085843178024534722""","=""2022121122001174681459738510""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml N1色号,2,,交易关闭,0.0,2022-12-11 10:12:48,2022-12-11 10:12:53
"=""1765338818971375681""","=""2022121122001182651439950520""",【双12价】SUREBASE烁贝思韩国纯锌非纳米物理隔离霜 45ml,1,净含量：45ml,交易成功,130.65,2022-12-11 09:17:42,2022-12-11 09:17:47
"=""1765338818971375681""","=""2022121122001182651439950520""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易成功,93.14,2022-12-11 09:17:42,2022-12-11 09:17:47
"=""1765338818971375681""","=""2022121122001182651439950520""",【双12价】SUREBASE烁贝思韩国粉底液搭配神器细腻均匀上妆酷彩无痕粉底刷,1,,交易成功,61.82,2022-12-11 09:17:42,2022-12-11 09:17:47
"=""1765338818971375681""","=""2022121122001182651439950520""",【双12价】SERUMKIND西洋蓍草全方位弹力修护加强深层滋养身体精华乳300ml,1,,交易成功,138.91,2022-12-11 09:17:42,2022-12-11 09:17:47
"=""1765338818971375681""","=""2022121122001182651439950520""",【赠品专用】SERUMKIND精华液小样1ml*3,5,,交易成功,0.0,2022-12-11 09:17:42,2022-12-11 09:17:47
"=""1765338818971375681""","=""2022121122001182651439950520""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml N1色号,3,,交易成功,0.0,2022-12-11 09:17:42,2022-12-11 09:17:47
"=""1765338818971375681""","=""2022121122001182651439950520""",【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml,2,,交易成功,0.0,2022-12-11 09:17:42,2022-12-11 09:17:47
"=""1765338818971375681""","=""2022121122001182651439950520""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易成功,0.0,2022-12-11 09:17:42,2022-12-11 09:17:47
"=""1765338818971375681""","=""2022121122001182651439950520""",【赠品专用】SERUMKIND瑟琳凯因德时尚生活搭配字母帆布包,1,,交易成功,0.0,2022-12-11 09:17:42,2022-12-11 09:17:47
"=""1765243671176609267""","=""2022121122001196101429859116""",【双12价】SUREBASE烁贝思韩国粉底液搭配神器细腻均匀上妆酷彩无痕粉底刷,1,,交易关闭,74.0,2022-12-11 08:28:47,2022-12-11 08:28:53
"=""3085612778169164314""","=""2022121122001186641457432394""",【双12价】SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml,1,,交易关闭,192.63,2022-12-11 08:25:51,2022-12-11 08:25:56
"=""3085612778169164314""","=""2022121122001186641457432394""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易关闭,0.0,2022-12-11 08:25:51,2022-12-11 08:25:56
"=""3084151428455515128""","=""2022121022001132251447878098""",SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,1,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易关闭,68.75,2022-12-10 23:54:12,2022-12-10 23:54:20
"=""1764933279029392675""","=""2022121022001168611411986350""",SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,1,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易成功,78.39,2022-12-10 23:08:01,2022-12-10 23:08:06
"=""1764899149382609267""","=""2022121022001196101428697382""",【双12价】SUREBASE烁贝思韩国水光水润妆感焕彩保湿粉底液N0色号 30ml,1,颜色分类：白色;净含量：30ml,交易关闭,74.0,2022-12-10 22:59:30,2022-12-10 22:59:38
"=""3083911236484621406""","=""2022121022001174521428129921""",SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装),1,颜色分类：N1 SINCERE SARA;净含量：13ml,交易成功,119.43,2022-12-10 22:59:17,2022-12-10 22:59:22
"=""1764206616887609267""","=""2022121022001196101428035034""",【9.9元特价】SUREBASE烁贝哑光妆感轻透丝滑粉底液 CO/N3/N5色号,1,颜色分类：N3偏深;净含量：30ml,交易成功,9.9,2022-12-10 22:57:40,2022-12-10 22:57:51
"=""1764207120470609267""","=""2022121022001196101428452506""",【9.9元特价】SUREBASE烁贝哑光妆感轻透丝滑粉底液 CO/N3/N5色号,1,颜色分类：N3偏深;净含量：30ml,交易关闭,9.9,2022-12-10 22:56:21,2022-12-10 22:56:25
"=""1764884137196414575""","=""2022121022001125781400879359""",【9.9元特价】SUREBASE烁贝哑光妆感轻透丝滑粉底液 CO/N3/N5色号,1,颜色分类：N3偏深;净含量：30ml,交易成功,7.8,2022-12-10 22:53:48,2022-12-10 22:53:49
"=""3084875714645014121""","=""2022121022001189651437980593""",【双12价】SERUMKIND韩国水润收缩毛孔控油金木瓜毛孔精华液30ml,1,,交易关闭,185.19,2022-12-10 22:47:16,2022-12-10 22:53:30
"=""3084875714645014121""","=""2022121022001189651437980593""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易关闭,0.0,2022-12-10 22:47:16,2022-12-10 22:53:30
"=""1764852457372414575""","=""2022121022001125781400766080""",【双12价】SUREBASE烁贝思韩国无厚重半哑光妆感轻透丝滑粉底液 N1色号 30ml,1,颜色分类：白色;净含量：30ml,交易成功,39.05,2022-12-10 22:43:02,2022-12-10 22:43:03
"=""1764852457372414575""","=""2022121022001125781400766080""",【双12价】SUREBASE烁贝思韩国水光水润妆感焕彩保湿粉底液N0色号 30ml,1,颜色分类：白色;净含量：30ml,交易成功,46.96,2022-12-10 22:43:02,2022-12-10 22:43:03
"=""1764837877941414575""","=""2022121022001125781400308123""",【双12价】SUREBASE烁贝思韩国无厚重半哑光妆感轻透丝滑粉底液 N1色号 30ml,1,颜色分类：白色;净含量：30ml,交易关闭,46.88,2022-12-10 22:38:54,2022-12-10 22:38:58
"=""1764837877941414575""","=""2022121022001125781400308123""",【双12价】SUREBASE烁贝思韩国水光水润妆感焕彩保湿粉底液N0色号 30ml,1,颜色分类：白色;净含量：30ml,交易关闭,54.79,2022-12-10 22:38:54,2022-12-10 22:38:58
"=""1764135444077978086""","=""2022121022001186401454427030""",SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml,1,,交易成功,136.92,2022-12-10 22:31:51,2022-12-10 22:31:59
"=""1764135444077978086""","=""2022121022001186401454427030""",【双12价】SERUMKIND韩国水润收缩毛孔控油金木瓜毛孔精华液30ml,1,,交易成功,152.75,2022-12-10 22:31:51,2022-12-10 22:31:59
"=""1764135444077978086""","=""2022121022001186401454427030""",【赠品专用】SERUMKIND精华液小样1ml*3,5,,交易成功,0.0,2022-12-10 22:31:51,2022-12-10 22:31:59
"=""1764135444077978086""","=""2022121022001186401454427030""",【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml,2,,交易成功,0.0,2022-12-10 22:31:51,2022-12-10 22:31:59
"=""1764135444077978086""","=""2022121022001186401454427030""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易成功,0.0,2022-12-10 22:31:51,2022-12-10 22:31:59
"=""1764135444077978086""","=""2022121022001186401454427030""",【赠品专用】SERUMKIND瑟琳凯因德时尚生活搭配字母帆布包,1,,交易成功,0.0,2022-12-10 22:31:51,2022-12-10 22:31:59
"=""1764820093907461479""","=""2022121022001131541438420361""",【双12价】SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml,1,,交易成功,198.1,2022-12-10 22:30:21,2022-12-10 22:30:28
"=""1764820093907461479""","=""2022121022001131541438420361""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-10 22:30:21,2022-12-10 22:30:28
"=""1764775201137147178""","=""2022121022001178281422156788""",SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装),1,颜色分类：N1 SINCERE SARA;净含量：13ml,交易成功,109.17,2022-12-10 22:17:14,2022-12-10 22:17:20
"=""3085003767935878136""","=""2022121022001138561452396965""",【双12价】SERUMKIND韩国补水滋润呵护干皮适用桦树茸深层营养精华液30ml,1,,交易成功,158.81,2022-12-10 22:16:58,2022-12-10 22:17:05
"=""3085003767935878136""","=""2022121022001138561452396965""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-10 22:16:58,2022-12-10 22:17:05
"=""3084993759897962101""","=""2022121022001168731426294564""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易成功,101.34,2022-12-10 22:15:14,2022-12-10 22:15:18
"=""3083531032180129144""","=""2022121022001115631407043891""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易成功,101.56,2022-12-10 22:01:56,2022-12-10 22:02:02
"=""3083531032180129144""","=""2022121022001115631407043891""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml W2色号,1,,交易成功,0.0,2022-12-10 22:01:56,2022-12-10 22:02:02
"=""3083508856611391837""","=""2022121022001151911448408183""",SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装),1,颜色分类：N2 BRIGHT BONNIE;净含量：13ml,交易关闭,116.27,2022-12-10 21:50:45,2022-12-10 21:50:53
"=""3083508856611391837""","=""2022121022001151911448408183""",SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装),1,颜色分类：N1 SINCERE SARA;净含量：13ml,交易关闭,116.27,2022-12-10 21:50:45,2022-12-10 21:50:53
"=""3083508856611391837""","=""2022121022001151911448408183""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml W2色号,2,,交易关闭,0.0,2022-12-10 21:50:45,2022-12-10 21:50:53
"=""3083508856611391837""","=""2022121022001151911448408183""",【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml,2,,交易关闭,0.0,2022-12-10 21:50:45,2022-12-10 21:50:53
"=""3083508856611391837""","=""2022121022001151911448408183""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易关闭,0.0,2022-12-10 21:50:45,2022-12-10 21:50:53
"=""3084115069208343205""","=""2022121022001184341439602457""",SERUMKIND韩国紧致肌肤增加弹性南极深层精华液30ml,2,,交易成功,273.16,2022-12-10 21:32:28,2022-12-10 21:32:43
"=""3084115069208343205""","=""2022121022001184341439602457""",【赠品专用】SERUMKIND精华液小样1ml*3,5,,交易成功,0.0,2022-12-10 21:32:28,2022-12-10 21:32:43
"=""3084115069208343205""","=""2022121022001184341439602457""",【赠品专用】SUREBASE烁贝思纯锌物理防晒隔离小样10ml,2,,交易成功,0.0,2022-12-10 21:32:28,2022-12-10 21:32:43
"=""3084115069208343205""","=""2022121022001184341439602457""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易成功,0.0,2022-12-10 21:32:28,2022-12-10 21:32:43
"=""3084115069208343205""","=""2022121022001184341439602457""",【赠品专用】SERUMKIND瑟琳凯因德时尚生活搭配字母帆布包,1,,交易成功,0.0,2022-12-10 21:32:28,2022-12-10 21:32:43
"=""3084111785259824221""","=""2022121022001182651441746519""",SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml,1,,交易关闭,161.19,2022-12-10 21:31:47,2022-12-10 21:31:53
"=""3084111785259824221""","=""2022121022001182651441746519""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml W2色号,2,,交易关闭,0.0,2022-12-10 21:31:47,2022-12-10 21:31:53
"=""3084111785259824221""","=""2022121022001182651441746519""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易关闭,0.0,2022-12-10 21:31:47,2022-12-10 21:31:53
"=""3084056633646673130""","=""2022121022001121431451543059""",SUREBASE烁贝思韩国纯锌非纳米物理隔离霜 45ml,1,净含量：45ml,交易成功,116.52,2022-12-10 21:25:50,2022-12-10 21:25:57
"=""3084056633646673130""","=""2022121022001121431451543059""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml W2色号,1,,交易成功,0.0,2022-12-10 21:25:50,2022-12-10 21:25:57
"=""3084056633646673130""","=""2022121022001121431451543059""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml C1色号,1,,交易成功,0.0,2022-12-10 21:25:50,2022-12-10 21:25:57
"=""3084035069155440434""","=""2022121022001199341442453786""",SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装),1,颜色分类：N1 SINCERE SARA;净含量：13ml,交易关闭,102.02,2022-12-10 21:20:31,2022-12-10 21:20:45
"=""3084035069155440434""","=""2022121022001199341442453786""",SERUMKIND韩国4效合一多重护理迷你精华4件套6ml * 4个,1,,交易关闭,89.22,2022-12-10 21:20:31,2022-12-10 21:20:45
"=""3084035069155440434""","=""2022121022001199341442453786""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml W2色号,2,,交易关闭,0.0,2022-12-10 21:20:31,2022-12-10 21:20:45
"=""3084035069155440434""","=""2022121022001199341442453786""",【赠品专用】SERUMKIND收缩毛孔金木瓜毛孔精华液5ml,2,,交易关闭,0.0,2022-12-10 21:20:31,2022-12-10 21:20:45
"=""3084035069155440434""","=""2022121022001199341442453786""",【赠品专用】SERUMKIND黑郁金香强化肌肤屏障精华液5ml,2,,交易关闭,0.0,2022-12-10 21:20:31,2022-12-10 21:20:45
"=""1764569031425886560""","=""2022121022001146731424937964""",SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,2,颜色分类：N1 SINCERE SARA (替换装);净含量：13ml,交易成功,123.49,2022-12-10 21:18:12,2022-12-10 21:18:16
"=""1764569031425886560""","=""2022121022001146731424937964""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml W2色号,2,,交易成功,0.0,2022-12-10 21:18:12,2022-12-10 21:18:16
"=""1764569031425886560""","=""2022121022001146731424937964""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-10 21:18:12,2022-12-10 21:18:16
"=""3084150846237934939""","=""2022121022001134311426839661""",SUREBASE烁贝思韩国焕彩保湿水光妆容气垫替换装13ml,1,颜色分类：N2 BRIGHT BONNIE (替换装);净含量：13ml,交易成功,69.13,2022-12-10 21:06:09,2022-12-10 21:07:34
"=""3084150846237934939""","=""2022121022001134311426839661""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml W2色号,1,,交易成功,0.0,2022-12-10 21:06:09,2022-12-10 21:07:34
"=""3084150846237934939""","=""2022121022001134311426839661""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml C1色号,1,,交易成功,0.0,2022-12-10 21:06:09,2022-12-10 21:07:34
"=""3084150846237934939""","=""2022121022001134311426839661""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml N1色号,2,,交易成功,0.0,2022-12-10 21:06:09,2022-12-10 21:07:34
"=""3083022288720469216""","=""2022121022001137021411997673""",【双12价】SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易成功,119.1,2022-12-10 20:55:49,2022-12-10 20:55:53
"=""3083022288720469216""","=""2022121022001137021411997673""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml W2色号,1,,交易成功,0.0,2022-12-10 20:55:49,2022-12-10 20:55:53
"=""3083022288720469216""","=""2022121022001137021411997673""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml C1色号,1,,交易成功,0.0,2022-12-10 20:55:49,2022-12-10 20:55:53
"=""1764359439036161257""","=""2022121022001184551435265870""",【双12价】SUREBASE烁贝思韩国无厚重半哑光妆感轻透丝滑粉底液 N1色号 30ml,1,颜色分类：白色;净含量：30ml,交易成功,64.27,2022-12-10 20:48:51,2022-12-10 20:49:01
"=""1764359439036161257""","=""2022121022001184551435265870""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml W2色号,1,,交易成功,0.0,2022-12-10 20:48:51,2022-12-10 20:49:01
"=""1764359439036161257""","=""2022121022001184551435265870""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml C1色号,1,,交易成功,0.0,2022-12-10 20:48:51,2022-12-10 20:49:01
"=""1764382190033175069""","=""2022121022001166421436857898""",SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装),1,颜色分类：N1 SINCERE SARA;净含量：13ml,交易成功,110.77,2022-12-10 20:40:01,2022-12-10 20:40:11
